Region,Country Name,Country Code,Indicator Name_x,Income Group,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Latin America & Caribbean,Suriname,SUR,Forest rents (% of GDP),Upper middle income,0.631683154216405,0.77590022413107,0.639994588264249,0.8311901694474241,0.8674780732567309,1.5033170245844099,1.10822658589275,1.0758880742252601,1.10875397851699,2.03487056334367,1.80596253140084,1.19756785906135,1.0187109623314101,0.8441672383090051,0.5222073543443689,0.647202834289833,0.662857353973342,0.51866270023539,0.641673109301739,0.877402547641476,0.947396591812041,0.743426316117515,1.08166566205307,0.9065641541934951,0.614638917043771,0.7047260869755558,1.08091876487967,0.6731227281662329,0.40574998047514,0.318645973549624,0.385990256639607,0.445930133765641,0.38340206163107,0.41210160266889706,0.337317618589897,0.332087964004258,0.344415373455667,0.336775244215824,0.36485511183262803,0.36280138571323794,0.5123194368981749,0.667546510532828,0.716424610274636,0.685988458935584,0.7564865854070141,0.960441084009954,1.45810139424665,1.88453620824466,2.36104465305192
Europe & Central Asia,Sweden,SWE,Forest rents (% of GDP),High income,0.71471750363922,0.684137424581155,0.5706069028659511,0.7646351997832629,0.883623092649927,0.726017479130614,0.652570412677899,0.46944622463749,0.5797550264226601,0.606369126272098,0.539642985546135,0.521283550033812,0.575619961534557,0.573570484498692,0.47151048827414793,0.4994291467703279,0.45631032972213,0.396150187626108,0.36179671152461296,0.39260708118948795,0.338492940112594,0.23773233611166897,0.24421469138768104,0.321376330106715,0.303084276797675,0.327162374165628,0.286937137150883,0.280139090258081,0.272174201851125,0.22253286579153198,0.24515528619108498,0.25954029897316394,0.29896807955830795,0.25220862547518,0.189330313523905,0.272518858356064,0.187609912366695,0.239196586423463,0.233591909991242,0.229082262908953,0.23925361639145,0.215225833473601,0.195145294799365,0.19413902562980603,0.21412178097054999,0.209266124043482,0.211855571404358,0.19573024837853398,0.20827648456727602
Europe & Central Asia,Switzerland,CHE,Forest rents (% of GDP),High income,0.0731532452819349,0.0579018938313337,0.0538023305506557,0.0608804845755258,0.0687994562117943,0.0597989023559698,0.0543202174983913,0.0586168006370678,0.0519271349398028,0.0510957878038309,0.060138550902962,0.0544562136414634,0.0471547921229056,0.038907572074667995,0.0436737017881817,0.0402484509465194,0.0378888829392933,0.0307292958432167,0.0292365365172538,0.0339573839577301,0.0397362949064964,0.0216659859611114,0.0212963396756657,0.0211422564373983,0.0201310444135734,0.0199214647555572,0.0189676543533714,0.0200657179350656,0.018107709461332,0.017479616362354,0.0348310760472089,0.0205990852044683,0.0179448919781012,0.0184267679832812,0.0141173606532982,0.0146196818741593,0.01681530712186,0.0187243929420458,0.016503180592682,0.0150943657062272,0.0153607131249126,0.0127410066524133,0.0113732497256515,0.0122220555304174,0.0133911571749216,0.0107007668842065,0.010652709436298001,0.0102636943693504,0.0103423545149346
Middle East & North Africa,Syrian Arab Republic,SYR,Forest rents (% of GDP),Low income,0.0233786481139454,0.0607085253082508,0.0123901293028808,0.0127203525877387,0.00759646740448231,0.0168251473476802,0.005498337527935679,0.00680280821020838,0.00406507898835829,0.00855267127966377,0.0064776794098943295,0.004308746189079379,0.00485193903284424,0.0053920563918014395,0.00441437319275484,0.00440813903151902,0.00705015690779942,0.0137289476323145,0.0149910939796201,0.0119063862015293,0.0097294207487954,0.0164989914363316,0.0140234145815366,0.00986441857123215,0.00629819735911521,0.00912273883305205,0.00922822789141229,0.008585160697228091,0.00832511988896112,0.0133582262754804,0.005241068988445271,0.00692157535327855,0.00609896923068398,0.00703647577626573,0.00415666728359314,0.00356039208331931,0.0040438135697490295,0.00348744471825663,,,,,,,,,,,
Europe & Central Asia,Tajikistan,TJK,Forest rents (% of GDP),Low income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046964239447866,0.0410767270302583,0.0438932221494496,0.0392321313922791,0.031633084399884,0.035483787960879996,0.0251265700055647,0.0305807832702173,0.0212646141813327,0.0177980468672756,0.699262124638341,0.8248984445730041,0.825030075680765,0.9632695670316009,1.11531329226229
Sub-Saharan Africa,Tanzania,TZA,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,7.4074819197113895,8.86578788763507,11.4135164195139,9.69905169918956,11.113969614103699,10.4209534421546,11.299518761861501,14.022565022350301,11.267193459642,8.86197905281139,5.71805948571823,3.7166125115352897,3.50500445699336,3.3436700978617697,3.8678069031561697,5.51372017596254,4.34574188841852,4.11533861891538,4.1672994692977205,5.06414726512313,4.820037555715901,4.657408001484031,3.7976367180252097,3.99782646017062,4.0426159459163795,3.6235576519615496,3.68194070488411,4.09782977729411,4.02637144247147,3.6993443712220198,2.1949720074715398
East Asia & Pacific,Thailand,THA,Forest rents (% of GDP),Upper middle income,1.0641306250045601,1.02867656589774,1.4853431868119897,2.266651701537,1.6657070618974,1.6724906387263199,1.52368695752874,1.73596410627188,1.18164091761962,1.58905099606363,1.4899099743298798,0.8136417906084029,0.86325817250707,0.7746690962069921,0.5389180682639121,0.55869981772874,0.7269867878338521,0.6950633871766659,0.541116475946907,0.42366778753086703,0.328385300397573,0.30409066015149894,0.33142009764005503,0.25720200901547396,0.27369235904217704,0.343406563163367,0.323800014563358,0.334088953047674,0.380506038263219,0.21747814423585698,0.31174753414844897,0.38930579788632796,0.39263711991900896,0.695973029685404,0.459514005956509,0.43994443956425205,0.569065445016313,0.581759977535418,0.6902178814683941,0.6208975379131271,0.543051460013245,0.5391025412005189,0.49099860425452,0.4497880447233,0.593749985294768,0.493275520533267,0.49961537121984007,0.47094536071559495,0.34092462909578497
East Asia & Pacific,Timor-Leste,TLS,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40362884422564904,0.349596312830684,0.385771267404776,0.5201520019003409,0.622339855116668,0.359866000903065,0.432171796117889,0.523235598943779,0.716731382210577,0.5806745235609,0.45129485338034997,0.48631257729316496,0.351913310636239,0.250993132832081,0.35262779559189794,0.23754101528795898,0.25561345754951503,0.26698833959117996,0.132039720094135
Sub-Saharan Africa,Togo,TGO,Forest rents (% of GDP),Low income,6.38800580954129,4.97557071631962,4.87646389201072,6.780436532761179,5.44641168049363,6.732448539775469,6.06434287705092,8.679061045900099,8.25156362228493,7.24050683847075,6.68311344014361,7.09872040705042,11.9605509173865,8.52877555524328,8.30313539412693,5.74848709973126,6.67663610830751,5.59683136135332,5.59521461306537,5.856739805923049,6.11169329304312,6.2968712461352805,6.2323896582359195,7.36144125463647,11.105999116175301,12.626856730594401,11.251730230436198,10.675388650201802,10.3775462348865,6.802566954769611,7.159433111923651,6.63852522936434,6.86671481448869,9.325134399417939,6.221129385141849,5.996015486829361,5.74728804925539,7.47027785424071,7.0277290486112,7.09796069426407,6.068954828850339,6.1223275280401905,7.27113382364716,6.67680437665033,6.99389282728225,7.878795559542089,7.67926185752993,7.0317770576599505,3.9610937842255898
East Asia & Pacific,Tonga,TON,Forest rents (% of GDP),Upper middle income,,,,,,0.0403340343938181,0.0470036730758095,0.058303660945300005,0.0386457211566714,0.0509803858835904,0.0480588805669918,0.024815562894718996,0.40382441118244106,0.15918984187865398,0.109551126954798,0.200602048708139,0.20247755908107698,0.18237838037162402,0.13667226663479198,0.15096759855206898,0.0790821090507851,0.0709410563790071,0.0738748430297598,0.0783017810668079,0.0590573958585351,0.0683767248275661,0.0642976042094702,0.0493994438273054,0.0556096264939994,0.0297964698310869,0.028344713427801004,0.0334600157227378,0.0356064231005591,0.0416122793842466,0.0315633826965753,0.0234755786482718,0.039225385802247,0.0478661351826144,0.0548244621920232,0.0539403400498921,0.0481603459879303,0.0465389975472189,0.0396346281404001,0.039853245304012,0.0514726586344447,0.043260819071418,0.0494468853806681,0.0478745846214213,0.0348216227810939
Latin America & Caribbean,Trinidad and Tobago,TTO,Forest rents (% of GDP),High income,0.129777882946803,0.12025832388917401,0.0890747114566185,0.130053516055618,0.0577401077585802,0.0876941639119298,0.0811361678831766,0.0714955555026358,0.0571924442794974,0.0640581558850716,0.0554912001813549,0.0452385033857678,0.0368393545648716,0.024950185024246,0.0145050576297419,0.0133927374570192,0.0304267432813641,0.0358877269512317,0.025491600686353,0.0572407636785484,0.0386184209887558,0.0344131065662867,0.044573583205693004,0.0507622226180498,0.0610335802157602,0.0969062702307255,0.0468341171744318,0.0450266880443536,0.0200771119497705,0.016940863170485,0.0195666832960228,0.0180297729209875,0.0186466998931541,0.016731867584972998,0.0114823687159328,0.0120062772118149,0.0143627677394203,0.0149980595495494,0.0114559364156871,0.0167568458680729,0.026449130943172,0.0212685927230235,0.0214761040770023,0.0220451667496705,0.0478836512835309,0.0533365197839499,0.0590322506365134,0.0532754123298135,0.0533743963521771
Middle East & North Africa,Tunisia,TUN,Forest rents (% of GDP),Lower middle income,0.279364840433294,0.25879188114603696,0.18632447934733604,0.19936250604594896,0.182665873580348,0.19237533484143998,0.14016003530076698,0.20934442283427898,0.22207862060263897,0.19484974126866397,0.17811188758638602,0.180948565604753,0.41422745121576293,0.28079933271931296,0.288038501241547,0.11795300015968302,0.281477293433959,0.26687898771533297,0.262836000239685,0.27689917459064,0.230871039662908,0.232776514937455,0.160170898578133,0.160513027176677,0.128411802046379,0.170070128924409,0.165065502548933,0.15720953776604502,0.196315598909337,0.127209163781932,0.096895559721984,0.11646909470475901,0.114679772160273,0.123048820648174,0.0952431317989987,0.0906036817495654,0.10656473255236099,0.0891521248328424,0.135681318013633,0.13759188871452802,0.16313642145579402,0.173730340970115,0.283929297838058,0.251051054333653,0.378034572991701,0.382471537938744,0.310395729480981,0.394085279890721,0.21201452667350304
Europe & Central Asia,Turkey,TUR,Forest rents (% of GDP),Upper middle income,0.392925268344964,0.39595249952186296,0.34720855281379304,0.41361610945652394,0.5124667845261249,0.30568516921012895,0.349559921183896,0.292434755910437,0.372274928648672,0.313777505880935,0.545023536780825,0.5504853482221279,0.45370423200697296,0.391909760330161,0.40143211591595096,0.318701477305282,0.3674101140061721,0.29946022625198304,0.35318832212202206,0.22647987916317802,0.15239114951774302,0.14892408230408402,0.18564204284038802,0.167916048196669,0.185821326802468,0.177822441842678,0.175426038427412,0.14276250722051997,0.0839203269785127,0.0912331087926013,0.07772587368531901,0.0923825064621534,0.0776391232501192,0.0734142429421903,0.0640658758320526,0.0521597220718992,0.0610980223386801,0.0623594638108334,0.0662832586551486,0.0676480712000738,0.063179994544086,0.0697533684267625,0.0658889488108821,0.0577261135724064,0.0625872916652911,0.0591009156083169,0.0660746579240227,0.0727447155321953,0.0846941398833129
Europe & Central Asia,Turkmenistan,TKM,Forest rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000774068317424977,0.0008789383184966411,0.000633362005674786,0.000489963117027239,0.000618325501923575,0.000568886188283126,0.000538663842742782,0.00044277940292878303,0.0013431442689198,0.00128028929308469,0.0009413372262843891,0.0009712053751801289,0.000697513881434353,0.000758153781127133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Turks and Caicos Islands,TCA,Forest rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00195017578846437,0.00177744041062021,0.00176369842319467,0.00160774278795435,0.0013448164282553,0.0016518949902683301,0.0016609915242514401,0.0016509205248515099,0.0019241213723010801,0.00470190010739511,0.0038713624808922,0.00394062998017697,0.0047725395265415796,0.00609420127573574,0.00437696249441281,0.00565138306398613,0.00476404762371139,0.00297207697585245
East Asia & Pacific,Tuvalu,TUV,Forest rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Uganda,UGA,Forest rents (% of GDP),Low income,7.368604779280349,5.9133576958605705,6.567742803055741,9.57014563507664,8.884069027886,10.680933858167199,9.59071220823367,14.2762084176607,18.4731945138756,20.8690310665811,44.597493793373395,36.69520009420629,31.213973479177604,20.085621606408697,11.4624131489679,8.93281206376038,12.737897232160599,7.78871224675071,8.157097092047481,10.329380545075699,15.810707100048498,20.602093739121898,25.2354992448034,19.4993042079813,19.0034403813129,19.509460753545998,18.5824681208781,16.8500438638723,16.7855318384217,12.459792694739,12.0421539476649,12.4144955608391,14.195094989273,21.786663232463102,15.177463273856,14.0650844984858,13.205770556357999,15.540043209311099,16.584717983438402,9.54220149175695,8.167286297816089,9.23122340853762,10.7326907226669,10.456640159915802,10.3285762292574,11.039238657241,12.659773927395598,11.8480538953598,7.32298776544752
Europe & Central Asia,Ukraine,UKR,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22188648000536398,0.25635942207321105,0.189999566238436,0.288030907728528,0.36429464557825997,0.379322592247878,0.295768139703891,0.289948380698263,0.34515759978699895,0.31776368632560303,0.23753764394429502,0.244151469662126,0.237208066366023,0.212682975390527,0.25332154064011997,0.23846267574597002,0.264287221949707,0.218289727030036,0.204582314488712,0.286977591129214,0.38045798932452796,0.358441094169005,0.35184547120730497,0.33605824841815196
Middle East & North Africa,United Arab Emirates,ARE,Forest rents (% of GDP),High income,,,,,,6.87425224810505e-05,5.12248262975471e-05,7.67063980390657e-05,0.000123098532436632,8.968257669937142e-05,8.63187335388336e-05,8.717084462294929e-05,0.000253798441774952,0.000211450870929352,0.000237587871463291,9.62050450568915e-05,0.00037852738331982405,0.000371454945255689,0.00039878152203017404,0.000354713258384435,0.000290644019955867,0.000297035787155579,0.00024853716064573197,0.000178948331423534,0.000177977738477816,0.000243266647759217,0.00022501856899616,0.000215749857376075,0.000345584002245299,0.000134546918357959,0.00010784542304673001,0.00012260477067146,0.00012952481666098501,0.000164390588765579,0.000135624156262426,0.000108575999386497,0.000110830210430955,8.87670391358424e-05,0.00012830096975055902,0.000156567575969474,0.000165089021739495,0.000157550323948815,0.000160820777933596,0.000135218653028228,0.000212509128099744,0.000218206609237041,0.000170168024600396,0.000194907226363897,8.85682135696265e-05
Europe & Central Asia,United Kingdom,GBR,Forest rents (% of GDP),High income,0.0127085346596058,0.0114666657101075,0.0116898878528742,0.0150828826555513,0.0158458804950491,0.0166360059234369,0.0189605676465739,0.0168344531528907,0.015550117072294999,0.0157927056028349,0.0133491406248209,0.011884866015376997,0.0113292594222814,0.010078213723969,0.00888194871934744,0.0114912962368421,0.012061074331527,0.0104315681771986,0.0096891704578117,0.0112667462080183,0.009939820847654471,0.0073610454952557,0.0071165862558128295,0.00816459263640514,0.00855585596552618,0.0080252416819216,0.007589195455825509,0.00611672506800479,0.00586122221965025,0.00503128345376727,0.00495664884154919,0.0049162836184598,0.005347325651945629,0.00493838132809471,0.00370802110579671,0.00363219831607935,0.00363833537470954,0.00417104120724775,0.00471877537552976,0.00527514850726123,0.00628279989273994,0.00623234711125649,0.00550386762042006,0.00619649978660037,0.00609794792500498,0.0050117292423511395,0.00574510838171966,0.00582556743200553,0.00587065206319364
North America,United States,USA,Forest rents (% of GDP),High income,0.108947113521148,0.12965248655095402,0.12086942620963101,0.15769032087849696,0.14797484868608898,0.159835737962987,0.151763854511815,0.15328034426427697,0.17173196543580402,0.182517620119733,0.150946210614082,0.117360494266399,0.126035878001308,0.10690436810917098,0.101097750756273,0.0872045409630022,0.10321330518370402,0.10879509991010901,0.11094147826543,0.11360315401438302,0.125224517696944,0.101773585045929,0.10187953631523401,0.13498163867119198,0.11639452135100697,0.117525229163249,0.10744617526609698,0.10214580900693901,0.0749014242524199,0.0773687369918398,0.0726189397218115,0.05912124135339,0.0566263527239967,0.0567744571348762,0.0606383446356904,0.0579175969120409,0.0591519871381932,0.0620702352877441,0.0489138435310873,0.0364835415377636,0.0449432138230679,0.0492161324243696,0.0424650693758053,0.0452646155184744,0.0439620879756484,0.0360846228554303,0.0356971211142783,0.039281019900625,0.0419488343379562
Latin America & Caribbean,Uruguay,URY,Forest rents (% of GDP),High income,0.322386078932525,0.222743642863594,0.336209013529804,0.322927266850039,0.34744503233804197,0.587504922348985,0.490450894785166,0.689798671942369,0.617880874022491,0.562525802436918,0.3701433234814289,0.33855973405349604,0.75211698857212,0.5612982105750329,0.41010913848759295,0.312036163850282,0.383931061389656,0.40193408099046796,0.358229002901247,0.3910926834157,0.606444697365329,0.547745702244625,0.524820143871654,0.44230351905819104,0.375584936110432,0.44852566255986,0.381449645677067,0.370236314310743,0.31945144290438,0.286900419984174,0.174816634275126,0.208951655079981,0.429186370657074,0.5870546543456129,0.6968368371880931,0.674384020363636,0.953056431049367,1.1456252001143101,1.46339601490026,1.22944260683383,1.9101506203386,1.24470370314101,1.0485634715051,1.17363553481817,1.37519319351549,1.65839955453982,1.7006241814766698,1.45514806932141,1.55598851767997
Europe & Central Asia,Uzbekistan,UZB,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026420030614935698,0.0016868087056736698,0.0020279891642156303,0.0027116023508441,0.00330020625887402,0.00355068000133666,0.00325027959159588,0.0028483616709874897,0.00319861267120009,0.0030640258810807697,0.00241564268353832,0.00204170408290201,0.00134397291033428,0.00156999049248967,0.0013737069851357802,0.0012352535836421198,0.0011065251779642,0.00087377307912652,0.0009315514302193211,0.00147599511139835,0.0017964556438493698
East Asia & Pacific,Vanuatu,VUT,Forest rents (% of GDP),Lower middle income,,,,,,,,,,0.38946100971395897,0.46845439641095704,0.492750005831052,0.510361761382093,0.608260074664905,0.340572383581417,0.5561916238508811,0.7484615797567679,1.19343740232041,0.991480054222963,1.1118053756605801,0.965380102723597,0.862264700138303,0.903663133972331,1.02386552458606,0.927504846688274,1.00074875365276,0.9684338229670469,0.736392390629756,0.6476693540033729,0.830116669171707,0.802617573481721,0.7556741124159301,0.796909305093473,0.912436274709432,0.674618262537814,0.5547777633010229,0.717698237716977,0.768503454727102,0.947862018795321,0.8468644770686311,0.7966533303058649,0.818774114768325,0.7640143929187622,0.706656529659496,0.9345937945081291,0.810132551867862,0.8295133513305741,0.7948106005766501,0.535740897748098
Latin America & Caribbean,"Venezuela, RB",VEN,Forest rents (% of GDP),Upper middle income,0.0737415250848919,0.0637181331135867,0.0766969317767734,0.10045626316220001,0.0729410215886809,0.0963557633540999,0.0764630207583253,0.0898114200955313,0.0918911961542134,0.102040411460102,0.0873032246412885,0.0658071326844693,0.10423250056423401,0.0715430176869613,0.0384753276179167,0.0367733662299205,0.049839227889762,0.0891673422341088,0.0726131511997714,0.0970934216933894,0.12108093953428802,0.112950902033051,0.12306078483034401,0.12025665511956699,0.11344118548863301,0.103953928023111,0.10354295798989199,0.0954658012186435,0.0771515714594522,0.0790383223754392,0.0458247043127597,0.0442342791107406,0.073361540997664,0.073218956012408,0.0580230469270519,0.0442866554790915,0.0495242980779367,0.0485423593269791,0.0413903359693618,0.0378270145835116,0.0553207196000184,0.0597026350760941,0.0467068811489016,0.0577043676309324,0.0543875259247714,,,,
East Asia & Pacific,Vietnam,VNM,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,1.69631794601159,1.32432807324792,1.0768100338045201,1.46986451578583,6.142583774688151,5.740218664189251,4.33099926402038,5.05411784932473,3.4558939771430297,3.3703693270257697,3.89338467045985,3.35994286564849,2.5463750512414904,2.6358886782327797,1.70948217261134,1.6423184047466002,1.53842640416188,1.7031569839552,1.91290743964701,1.52965916078793,1.24877165701159,1.68476228937572,2.22662272772036,2.4549722426631804,1.9813298093565903,2.33073356017737,2.32198847109858,2.1312413915139197,1.95729442763948,2.27815925497366,1.8483616069147302,1.71155592148685,1.68768601419842,1.49278844401187
Latin America & Caribbean,Virgin Islands (U.S.),VIR,Forest rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Middle East & North Africa,West Bank and Gaza,PSE,Forest rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle East & North Africa,"Yemen, Rep.",YEM,Forest rents (% of GDP),Low income,,,,,,,,,,,,,,,,,,,,,0.0388830060999363,0.0400395114556939,0.0337009664630509,0.0309374071735922,0.0479108200733014,0.0732526811084849,0.0562606710253784,0.0494823695155391,0.0774905773051466,0.0282513181022016,0.0224562694474876,0.025311409529105003,0.026813973588815,0.0358020385267819,0.0305074541124151,0.0253011494133604,0.0286029974299173,0.0240120393605599,0.0350230334389225,0.0377157314988458,0.0379009692944936,0.0424398601730407,0.0439260443616612,0.0345945720874179,0.0539676472953281,0.0590767650106204,0.0622206597800713,0.0913760678080557,0.0420694955451979
Sub-Saharan Africa,Zambia,ZMB,Forest rents (% of GDP),Lower middle income,1.26650773364919,1.2241661133950101,1.22759879834612,1.6463686314441397,1.3587661243924098,2.32382359432882,2.06690767767645,3.93010695101498,3.68314499008593,3.13679179793683,3.3020722961525397,2.8430057766912697,3.7892205910804804,3.2247620884940695,3.47445261992176,3.2291787272098897,6.91931143398852,5.02586306979809,3.3402639157143903,3.2677306003097097,5.164871736894219,5.0200882027668605,5.58184399094205,4.93418298057616,5.3856827742133095,7.15726981869001,7.33646757783148,5.745811320390951,7.28999699105822,5.13860809327689,8.45076702522927,6.82844410139071,8.51087193263597,12.5841298601002,9.25828751322075,7.26698135712636,5.070133753386179,6.780153891129889,6.4651581766405,7.83577243583027,5.332218455806269,5.337448781690241,5.75730699355136,5.36451198979159,6.18731613152734,8.31430803710093,8.71143107882288,7.30815192534095,4.45031338848217
Sub-Saharan Africa,Zimbabwe,ZWE,Forest rents (% of GDP),Lower middle income,1.3191137934330301,0.9880641669005451,0.598677276939679,0.8467004649897641,0.8129695202827201,1.05174904534346,0.9672918003917759,1.8898715754884,2.04998650372134,1.7325283994961798,1.6592349863195,1.3223870715261101,1.7783649924137102,1.13171304473228,1.4062213244156,1.26916920805418,1.6752148974993402,1.72288968875128,1.58069391262133,1.56331606219719,1.7012711122385502,1.67803221845974,2.18110357252892,1.94667605942744,2.5404316927854103,3.58378498471179,3.103766046304,2.9819582689462103,4.04509981566073,2.43557644894357,2.3829966801952596,2.31662978475731,2.99939460954588,4.93044999239855,4.36901386331102,4.34459133390171,4.52928512685554,7.03896711619765,9.595222193658222,4.641939456677231,3.1863820930175204,3.0973560588617404,2.9743095190747595,2.7862537884824103,3.08939282645909,3.2432901349211,3.30775501700784,2.9419478637660803,1.61368991822016
South Asia,Afghanistan,AFG,Mineral rents (% of GDP),Low income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00483812902928776,0.00698947602309555,0.00530833331643074,0.00613247222068337,0.00615666856363582,0.00665371757193108
Europe & Central Asia,Albania,ALB,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,0.604962027238728,0.692261979597307,0.44084218450834006,0.674240874724499,3.6476685633323402,3.6511292992130095,1.48916472245409,1.1909940665821799,0.53033144991514,0.3557458251617511,0.0863442176930927,0.0705768926326134,0.11798116291602401,0.0215337744952462,0.108511225017455,0.022340402346319004,0.0,0.0,0.0,0.0,0.0182974360204543,0.060451698046349006,0.21047990936177696,1.09743499916794,0.504077158114503,0.132470554846197,0.462026690822985,0.566987965162323,0.37160348096100204,0.316489114604511,0.37831932214004205,0.25820910600980396,0.0132901457902723,0.0240251620044917,0.1492583695259
Middle East & North Africa,Algeria,DZA,Mineral rents (% of GDP),Lower middle income,0.17141223556253601,0.182914625680222,0.15216531816990697,0.157960731708393,0.32682885945587,0.305604850254037,0.174396541632431,0.28504180068904306,0.0658029170834017,0.0605837808311907,0.0777823186135825,0.0771213258647375,0.0961252272140959,0.0674571938520147,0.0535650909281099,0.0462606313503453,0.0317561411760228,0.0247224115024129,0.0498041086558229,0.0628925609946423,0.0453340324669438,0.0502234226295269,0.0462620149063373,0.0305311341223719,0.0291690865356127,0.0245169394429444,0.026460574104683,0.0222122750186126,0.0516208744231049,0.0302425874623795,0.0389126027655069,0.0334504850498412,0.0298158630190764,0.0328499344566108,0.0394777092334389,0.07576627791934401,0.105383201878874,0.153586678871111,0.360852816883055,0.194337709036596,0.16940185292816198,0.166316315669724,0.166296956800304,0.0925834876770089,0.0629561969593541,0.0696481164243101,0.0598399415273574,0.0449562421128087,0.0354362577412817
East Asia & Pacific,American Samoa,ASM,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe & Central Asia,Andorra,AND,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Angola,AGO,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Antigua and Barbuda,ATG,Mineral rents (% of GDP),High income,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Argentina,ARG,Mineral rents (% of GDP),Upper middle income,0.0256677336377679,0.0171745897496449,0.025931821831638998,0.0558114887292275,0.0667696740418399,0.0299983594617238,0.0389510127450758,0.0431006026138354,0.0311653674661136,0.0592258504688279,0.0659311421206684,0.0302225157594144,0.0189870582136353,0.0221781617990963,0.0280565446340379,0.0225924257501721,0.0110469724816506,0.0121394154998375,0.18762559910882998,0.296510682753174,0.0601097323369556,0.007684934425517441,0.00836633240515633,0.00204349565177677,0.00238887606047372,0.00206678854912151,0.00211408617423821,0.0212008240762574,0.0528102217735004,0.0640627957976349,0.0586695254194319,0.0631896904502597,0.178287082930614,0.16915817960161403,0.24285511007520802,0.301868597743538,0.6118998003128759,0.548750523392812,0.42789238855657,0.43908373545373297,0.6125830231831949,0.6302722655718089,0.610292893057088,0.414056852029165,0.41319979190977096,0.29623036613717896,0.340735001054968,0.301699637913018,0.364023625647114
